 time            vgs_fr          time            vds_fr         
 3.58280000e-06  7.02029049e-01  3.58280000e-06  8.31210107e-01 
 3.59280000e-06  7.01494027e-01  3.59280000e-06  8.35920106e-01 
 3.60280000e-06  7.00980735e-01  3.60280000e-06  8.40466672e-01 
 3.61280000e-06  7.00491198e-01  3.61280000e-06  8.44832668e-01 
 3.62280000e-06  7.00027348e-01  3.62280000e-06  8.49001731e-01 
 3.63280000e-06  6.99591016e-01  3.63280000e-06  8.52958331e-01 
 3.64280000e-06  6.99183924e-01  3.64280000e-06  8.56687806e-01 
 3.65280000e-06  6.98807679e-01  3.65280000e-06  8.60176415e-01 
 3.66280000e-06  6.98463765e-01  3.66280000e-06  8.63411366e-01 
 3.67280000e-06  6.98153539e-01  3.67280000e-06  8.66380856e-01 
 3.68280000e-06  6.97878227e-01  3.68280000e-06  8.69074097e-01 
 3.69280000e-06  6.97638913e-01  3.69280000e-06  8.71481341e-01 
 3.70280000e-06  6.97436544e-01  3.70280000e-06  8.73593905e-01 
 3.71280000e-06  6.97271918e-01  3.71280000e-06  8.75404190e-01 
 3.72280000e-06  6.97145683e-01  3.72280000e-06  8.76905697e-01 
 3.73280000e-06  6.97058340e-01  3.73280000e-06  8.78093040e-01 
 3.74280000e-06  6.97010231e-01  3.74280000e-06  8.78961955e-01 
 3.75280000e-06  6.97001548e-01  3.75280000e-06  8.79509315e-01 
 3.76280000e-06  6.97032323e-01  3.76280000e-06  8.79733129e-01 
 3.77280000e-06  6.97102437e-01  3.77280000e-06  8.79632554e-01 
 3.78280000e-06  6.97211612e-01  3.78280000e-06  8.79207889e-01 
 3.79280000e-06  6.97359417e-01  3.79280000e-06  8.78460583e-01 
 3.80280000e-06  6.97545269e-01  3.80280000e-06  8.77393226e-01 
 3.81280000e-06  6.97768434e-01  3.81280000e-06  8.76009551e-01 
 3.82280000e-06  6.98028033e-01  3.82280000e-06  8.74314425e-01 
 3.83280000e-06  6.98323039e-01  3.83280000e-06  8.72313839e-01 
 3.84280000e-06  6.98652290e-01  3.84280000e-06  8.70014900e-01 
 3.85280000e-06  6.99014485e-01  3.85280000e-06  8.67425814e-01 
 3.86280000e-06  6.99408196e-01  3.86280000e-06  8.64555873e-01 
 3.87280000e-06  6.99831867e-01  3.87280000e-06  8.61415430e-01 
 3.88280000e-06  7.00283829e-01  3.88280000e-06  8.58015881e-01 
 3.89280000e-06  7.00762295e-01  3.89280000e-06  8.54369632e-01 
 3.90280000e-06  7.01265379e-01  3.90280000e-06  8.50490072e-01 
 3.91280000e-06  7.01791096e-01  3.91280000e-06  8.46391538e-01 
 3.92280000e-06  7.02337369e-01  3.92280000e-06  8.42089274e-01 
 3.93280000e-06  7.02902043e-01  3.93280000e-06  8.37599384e-01 
 3.94280000e-06  7.03482891e-01  3.94280000e-06  8.32938791e-01 
 3.95280000e-06  7.04077618e-01  3.95280000e-06  8.28125177e-01 
 3.96280000e-06  7.04683879e-01  3.96280000e-06  8.23176925e-01 
 3.97280000e-06  7.05299281e-01  3.97280000e-06  8.18113062e-01 
 3.98280000e-06  7.05921395e-01  3.98280000e-06  8.12953184e-01 
 3.99280000e-06  7.06547765e-01  3.99280000e-06  8.07717389e-01 
 4.00000000e-06  7.07000000e-01  4.00000000e-06  8.03911623e-01 
